0,1,2,3,4,5
-0.5586452606519665,-0.4326985460885815,0.03208733141082333,0.12790466206426482,-0.7874990531152164,-0.46937290006469207
-0.8155370974363119,-0.34514286538599004,-0.39487943951486576,-0.023367524201149986,-0.6650569268322308,-0.3980373942100959
-0.7927990938966616,-0.033735567959360196,-0.6169716533097943,-0.04420571872772866,-0.21391615605807,-0.08926181693683542
-0.5438537271622477,0.40201348007208293,-0.5342033516439335,0.04147525735330598,0.3591256781918203,0.3636027983279971
-0.22418236471562863,0.7774575078321639,-0.1978242957926365,0.1335388403018345,0.7799416581555413,0.7765767282629659
-0.009844721702998993,0.9093970159471065,0.22007718105704815,0.12152376975921686,0.8389112836718101,0.9607862694620015
-0.0066749187860064285,0.7078558077690872,0.5145936058301517,-0.04233617923650797,0.49563360118661276,0.8150547677687857
-0.19655428697616203,0.22656858625693005,0.5486291398556421,-0.30459671815612777,-0.09592331442053341,0.3787631453737189
-0.4481508368340539,-0.35450448785273375,0.3166433663134366,-0.5299544752412297,-0.6566633316687541,-0.18220269189457838
-0.5865330425863299,-0.8077239067380164,-0.05809208382699704,-0.5706701161240428,-0.9147639277110644,-0.6502911017513835
-0.4859449777023205,-0.9599885521999232,-0.38870054186452313,-0.35054171098117165,-0.7380833963791996,-0.8554205342982717
-0.13814398153442808,-0.7692915042943742,-0.5180125156325504,0.0816700539188642,-0.20178083923225013,-0.7498824898225656
0.3388799581579992,-0.3389350558768162,-0.39333273892964643,0.5604396852046053,0.44343906053899634,-0.4228476679502808
0.756593635742331,0.13638765944248554,-0.08706961497732835,0.8734931598235933,0.889154226014488,-0.04877279527762261
0.9479491883392339,0.4648907379415237,0.24435122780416524,0.8617099307850463,0.9174452963374933,0.20291694061763577
0.8491163736703212,0.5452822273447766,0.4403751219226292,0.5001467612026619,0.5079053198712664,0.2505653373248666
0.5294856297286036,0.4050298811028211,0.41421190278443953,-0.08111201609927321,-0.14932144112747928,0.13387087414397303
0.15482932729752033,0.17249635082930465,0.19088804219361102,-0.6490476411083803,-0.7422795502059296,-0.017419702508110535
-0.09747572165339724,-3.8624857100558185e-05,-0.11102286879408382,-0.9699131534040866,-0.9860848403999335,-0.06182945587940222
-0.12789785648507565,-0.020872901079403705,-0.34207889994077245,-0.9137863491749619,-0.7605106210800572,0.07056853009816602
0.03668335533678725,0.09358993838291807,-0.3960511363281761,-0.511987426641263,-0.16949580790939328,0.33431333883522096
0.25990394058197075,0.2326770561292381,-0.2586307998596866,0.05960468358053532,0.5069802141331025,0.5879353012830556
0.36945608216627435,0.2584825007409107,-0.00849841162051726,0.5626407204317156,0.9462600609409313,0.6673239067759988
0.24942307729181667,0.08976428286679572,0.2268552166708103,0.8039203799212542,0.9377383967458719,0.4754480933892029
-0.09603365198099431,-0.24283851904158787,0.33611482183726055,0.717307535551768,0.48436705798170426,0.04162074792250091
-0.5404716471074827,-0.6012240100225659,0.2768059745337615,0.3825208367424554,-0.19823694501178574,-0.4816134559747486
-0.8959003401008667,-0.8038950339946637,0.09071452855336101,-0.02486265827536996,-0.7848955451189376,-0.8844242042841534
-1.0057516597633591,-0.7182826795442165,-0.12286212280837769,-0.3242361649627915,-0.996619231737903,-0.9968829751106963
-0.8228799163584355,-0.33427973743532524,-0.25982715113090116,-0.41495672588811566,-0.7340066994081897,-0.7695125309879776
-0.4329398543781497,0.21972408157030007,-0.26210020721790667,-0.3140182250796689,-0.12416730638815676,-0.29716525370003166
-0.011267157496559196,0.7286863156800214,-0.14169172758907556,-0.130772794537813,0.5411053009302584,0.22571626293494573
0.26478413223258024,0.9869481651421175,0.03162872622972041,0.0040435211572337065,0.9456953369123917,0.5962621650499633
0.30345986512622536,0.8922335098613485,0.16985606809330933,0.014785755128599282,0.9001942647613281,0.6956408171018489
0.1416963091814722,0.491864101474154,0.2114504292954371,-0.07870600981404458,0.43105271640032616,0.5375587944440634
-0.07801868903170273,-0.04118060056369838,0.14850277449594362,-0.17787455242932232,-0.23433791978731472,0.25014583378152494
-0.18488359147018207,-0.49018621992433997,0.02449910036056857,-0.16907634780690728,-0.7783968648326128,0.002387237103101736
-0.07137105210048889,-0.6940938111571326,-0.09322205413259224,0.0018913413093558096,-0.9457486849537398,-0.0859482003271651
0.24789703143923497,-0.6159111760823599,-0.14974368766021712,0.28673258414592206,-0.6637482975241047,-0.004265824383483774
