0,1,2,3,4,5
0.11251822,0.48827672,0.21759506,0.47207752,0.4041696,0.4562996
0.23327263,0.68473583,0.25810796,0.50781995,0.6860332,0.6692798
0.39346746,0.85497767,0.41286474,0.55087227,0.9077211,0.8713105
0.50629234,0.9120131,0.61745906,0.54480284,0.9594986,0.9666183
0.5083426,0.8040162,0.77459705,0.46033478,0.79080886,0.89250237
0.40578875,0.55880827,0.79922867,0.32946542,0.47046772,0.66836035
0.2753617,0.27850977,0.67894316,0.22844978,0.17089029,0.38932472
0.21060035,0.08055925,0.49013114,0.22747038,0.05261744,0.1711451
0.26194847,0.033921003,0.34276783,0.3478083,0.1564361,0.08796211
0.42402807,0.13910592,0.29948166,0.5560188,0.4126507,0.14634337
0.6540057,0.3492249,0.36261058,0.7874055,0.71434456,0.30642116
0.8746944,0.58472836,0.50090456,0.95417535,0.94396824,0.49909347
0.9863513,0.74605316,0.65316355,0.95979226,0.9827128,0.6341357
0.9330857,0.7695572,0.74450153,0.76801866,0.78171957,0.65118325
0.7586079,0.67812425,0.727806,0.45715314,0.43278772,0.5745414
0.56985855,0.5536288,0.60919034,0.17057459,0.12706135,0.48729515
0.45610043,0.47174868,0.45301005,0.025778089,0.025710601,0.4622522
0.44633016,0.4647008,0.34505457,0.06404516,0.1622704,0.5229438
0.51725507,0.5200055,0.32903162,0.25158495,0.4549584,0.64255935
0.61609936,0.59379786,0.39835674,0.512112,0.77807957,0.7640696
0.6719974,0.6214471,0.519847,0.74941134,1.0001192,0.8156113
0.6169343,0.5458388,0.63956225,0.8674504,1.0059355,0.7337922
0.43694445,0.37240034,0.69694126,0.82061464,0.76514953,0.5156706
0.20399533,0.18690933,0.6638354,0.65179235,0.3916913,0.24710734
0.028861862,0.09533448,0.5647707,0.4586655,0.08538683,0.051130883
-0.015768848,0.15100476,0.45987228,0.3261478,-0.0060292818,0.007119138
0.07783187,0.3388107,0.40326065,0.29026943,0.13698249,0.12084484
0.26932827,0.6007177,0.41122198,0.34054592,0.43680176,0.34570408
0.4877538,0.8530547,0.46897054,0.4343164,0.7722521,0.60549843
0.644668,0.9945055,0.54598,0.50851846,1.0031168,0.80305016
0.67443514,0.95009416,0.60775846,0.5123822,1.0091225,0.85874975
0.587855,0.7349821,0.6273209,0.45498502,0.76684445,0.7710263
0.47373962,0.45470318,0.5943512,0.40264052,0.39876315,0.6189904
0.42666212,0.2337541,0.52538806,0.4174876,0.106952086,0.49835873
0.4844588,0.14434665,0.4621984,0.5127651,0.030606005,0.46163327
0.6288619,0.18780315,0.43945348,0.6541177,0.17730056,0.50353897
0.80678385,0.31762788,0.45885068,0.7806371,0.46282595,0.57920694
0.9441079,0.463825,0.500234,0.82597,0.76330847,0.6263931
0.96870327,0.55530405,0.53968865,0.74278283,0.94762504,0.58865166
0.84919804,0.55651194,0.55935603,0.53583217,0.9242586,0.4514475
0.6263382,0.49436182,0.55251825,0.280206,0.6984339,0.26655853
0.4001682,0.43749794,0.52566564,0.0924378,0.3881114,0.1282913
0.26318905,0.4449718,0.49774888,0.06170468,0.15766856,0.11513347
0.24611987,0.53132594,0.49051398,0.20055844,0.11066295,0.24663629
0.3246826,0.6665124,0.5093403,0.4556898,0.24926,0.48300737
0.44061854,0.7875851,0.5360539,0.73683935,0.5069755,0.74525225
0.5129451,0.81304055,0.5454855,0.93187946,0.7739524,0.93117976
0.47728637,0.6867931,0.53175944,0.94701904,0.9230663,0.9556639
0.33791718,0.43517545,0.51254785,0.7719163,0.8740426,0.81080437
0.17077242,0.16713177,0.50403315,0.49405298,0.6496468,0.57659894
0.073615536,0.0039352532,0.5081362,0.24260587,0.36979517,0.36506915
0.10609387,0.009939421,0.5245152,0.117181525,0.17886455,0.25504804
0.26433554,0.17515439,0.5534477,0.14622286,0.15555951,0.26214546
0.49664944,0.4386881,0.5843607,0.2927792,0.2879315,0.35051543
0.7252259,0.7122087,0.5935093,0.4852105,0.50788015,0.45855105
0.8658002,0.89549184,0.55935013,0.6418524,0.7196275,0.51841587
0.8689232,0.91684943,0.4897384,0.70202583,0.8266565,0.4893369
0.75750494,0.7840845,0.42902705,0.6613017,0.777875,0.39577448
0.6174075,0.584329,0.42138302,0.5740995,0.60421103,0.31850868
0.538484,0.41969797,0.4714015,0.5095397,0.40255448,0.33236867
0.5583485,0.34673163,0.54793245,0.50452435,0.27350596,0.45584446
0.65668535,0.36470756,0.61240673,0.55033386,0.26675016,0.6503278
0.77567744,0.43093744,0.63477564,0.60323966,0.3704314,0.8426305
0.84125835,0.4831907,0.59974504,0.6079008,0.52944344,0.9493303
0.79403275,0.4710785,0.5170165,0.53023005,0.67056483,0.90946174
0.6227238,0.38844547,0.42444018,0.38527852,0.7309354,0.7201328
0.38037297,0.2853946,0.36924544,0.23906127,0.6864665,0.4492765
0.16657935,0.24081345,0.3801137,0.1758446,0.56852967,0.2050042
0.06728189,0.30657563,0.45462376,0.24534798,0.4455032,0.07623865
0.10406996,0.47703084,0.5645539,0.43453237,0.37437397,0.095095545
0.24060138,0.7002146,0.6642423,0.6812235,0.37467915,0.23785849
